Date,State,Industry Sector Category,Residential
2008,NJ,Delivery-Only Service,4.27
2008,NV,Delivery-Only Service,0.00
2008,NY,Delivery-Only Service,7.46
2008,OH,Delivery-Only Service,5.22
2008,OR,Delivery-Only Service,0.00
2008,PA,Delivery-Only Service,5.16
2008,RI,Delivery-Only Service,4.34
2008,VA,Delivery-Only Service,2.53
2008,WA,Delivery-Only Service,0.00
2008,US,Delivery-Only Service,6.58
2007,AK,Total Electric Industry,15.18
2007,AL,Total Electric Industry,9.32
2007,AR,Total Electric Industry,8.73
2007,AZ,Total Electric Industry,9.66
2007,CA,Total Electric Industry,14.42
2007,CO,Total Electric Industry,9.25
2007,CT,Total Electric Industry,19.11
2007,DC,Total Electric Industry,11.18
2007,DE,Total Electric Industry,13.16
2007,FL,Total Electric Industry,11.22
2007,GA,Total Electric Industry,9.10
2007,HI,Total Electric Industry,24.12
2007,IA,Total Electric Industry,9.45
2007,ID,Total Electric Industry,6.36
2007,IL,Total Electric Industry,10.12
2007,IN,Total Electric Industry,8.26
2007,KS,Total Electric Industry,8.19
2007,KY,Total Electric Industry,7.34
2007,LA,Total Electric Industry,9.37
2007,MA,Total Electric Industry,16.23
2007,MD,Total Electric Industry,11.89
2007,ME,Total Electric Industry,16.52
2007,MI,Total Electric Industry,10.21
2007,MN,Total Electric Industry,9.18
2007,MO,Total Electric Industry,7.69
2007,MS,Total Electric Industry,9.36
2007,MT,Total Electric Industry,8.77
2007,NC,Total Electric Industry,9.40
2007,ND,Total Electric Industry,7.30
2007,NE,Total Electric Industry,7.59
2007,NH,Total Electric Industry,14.88
2007,NJ,Total Electric Industry,14.14
2007,NM,Total Electric Industry,9.12
2007,NV,Total Electric Industry,11.82
2007,NY,Total Electric Industry,17.10
2007,OH,Total Electric Industry,9.57
2007,OK,Total Electric Industry,8.58
2007,OR,Total Electric Industry,8.19
2007,PA,Total Electric Industry,10.95
2007,RI,Total Electric Industry,14.05
2007,SC,Total Electric Industry,9.19
2007,SD,Total Electric Industry,8.07
2007,TN,Total Electric Industry,7.84
2007,TX,Total Electric Industry,12.34
2007,UT,Total Electric Industry,8.15
2007,VA,Total Electric Industry,8.74
2007,VT,Total Electric Industry,14.15
2007,WA,Total Electric Industry,7.26
2007,WI,Total Electric Industry,10.87
2007,WV,Total Electric Industry,6.73
2007,WY,Total Electric Industry,7.75
2007,US,Total Electric Industry,10.65
1/1/2007,AK,Full-Service Providers,15.18
1/8/2007,AL,Full-Service Providers,9.32
1/15/2007,AR,Full-Service Providers,8.73
1/22/2007,AZ,Full-Service Providers,9.66
1/29/2007,CA,Full-Service Providers,14.41
2/5/2007,CO,Full-Service Providers,9.25
2/12/2007,CT,Full-Service Providers,19.45
2/19/2007,DC,Full-Service Providers,11.16
2/26/2007,DE,Full-Service Providers,13.18
3/5/2007,FL,Full-Service Providers,11.22
3/12/2007,GA,Full-Service Providers,9.10
3/19/2007,HI,Full-Service Providers,24.12
3/26/2007,IA,Full-Service Providers,9.45
4/2/2007,ID,Full-Service Providers,6.36
4/9/2007,IL,Full-Service Providers,10.12
4/16/2007,IN,Full-Service Providers,8.26
4/23/2007,KS,Full-Service Providers,8.19
4/30/2007,KY,Full-Service Providers,7.34
5/7/2007,LA,Full-Service Providers,9.37
5/14/2007,MA,Full-Service Providers,16.11
5/21/2007,MD,Full-Service Providers,11.87
5/28/2007,ME,Full-Service Providers,13.07
6/4/2007,MI,Full-Service Providers,10.21
6/11/2007,MN,Full-Service Providers,9.18
6/18/2007,MO,Full-Service Providers,7.69
6/25/2007,MS,Full-Service Providers,9.36
7/2/2007,MT,Full-Service Providers,8.77
7/9/2007,NC,Full-Service Providers,9.40
7/16/2007,ND,Full-Service Providers,7.30
7/23/2007,NE,Full-Service Providers,7.59
7/30/2007,NH,Full-Service Providers,14.88
8/6/2007,NJ,Full-Service Providers,14.14
8/13/2007,NM,Full-Service Providers,9.12
8/20/2007,NV,Full-Service Providers,11.82
8/27/2007,NY,Full-Service Providers,17.01
9/3/2007,OH,Full-Service Providers,9.54
9/10/2007,OK,Full-Service Providers,8.58
9/17/2007,OR,Full-Service Providers,8.19
9/24/2007,PA,Full-Service Providers,10.90
10/1/2007,RI,Full-Service Providers,14.04
10/8/2007,SC,Full-Service Providers,9.19
10/15/2007,SD,Full-Service Providers,8.07
10/22/2007,TN,Full-Service Providers,7.84
10/29/2007,TX,Full-Service Providers,12.34
11/5/2007,UT,Full-Service Providers,8.15
11/12/2007,VA,Full-Service Providers,8.74
11/19/2007,VT,Full-Service Providers,14.15
11/26/2007,WA,Full-Service Providers,7.26
12/3/2007,WI,Full-Service Providers,10.87
12/10/2007,WV,Full-Service Providers,6.73
12/17/2007,WY,Full-Service Providers,7.75
2007,CA,Restructured Retail Service Providers,19.92
2007,CT,Restructured Retail Service Providers,15.40
2007,DC,Restructured Retail Service Providers,13.41
2007,DE,Restructured Retail Service Providers,12.25
2007,IL,Restructured Retail Service Providers,0.00
2007,MA,Restructured Retail Service Providers,17.44
2007,MD,Restructured Retail Service Providers,12.75
2007,ME,Restructured Retail Service Providers,16.59
2007,MI,Restructured Retail Service Providers,0.00
2007,MT,Restructured Retail Service Providers,7.14
2007,NH,Restructured Retail Service Providers,16.07
2007,NJ,Restructured Retail Service Providers,0.00
2007,NV,Restructured Retail Service Providers,0.00
2007,NY,Restructured Retail Service Providers,17.87
2007,OH,Restructured Retail Service Providers,10.33
2007,OR,Restructured Retail Service Providers,0.00
2007,PA,Restructured Retail Service Providers,13.55
2007,RI,Restructured Retail Service Providers,20.88
2007,VA,Restructured Retail Service Providers,12.46
2007,WA,Restructured Retail Service Providers,0.00
2007,US,Restructured Retail Service Providers,15.80
2007,CA,Energy-Only Providers,12.59
2007,CT,Energy-Only Providers,11.42
2007,DC,Energy-Only Providers,10.15
2007,DE,Energy-Only Providers,10.92
2007,IL,Energy-Only Providers,0.00
2007,MA,Energy-Only Providers,10.67
2007,MD,Energy-Only Providers,10.52
2007,ME,Energy-Only Providers,9.55
2007,MI,Energy-Only Providers,0.00
2007,MT,Energy-Only Providers,3.57
2007,NH,Energy-Only Providers,9.82
2007,NJ,Energy-Only Providers,0.00
2007,NV,Energy-Only Providers,0.00
2007,NY,Energy-Only Providers,11.43
2007,OH,Energy-Only Providers,5.31
2007,OR,Energy-Only Providers,0.00
2007,PA,Energy-Only Providers,8.39
2007,RI,Energy-Only Providers,8.74
2007,VA,Energy-Only Providers,9.92
2007,WA,Energy-Only Providers,0.00
2007,US,Energy-Only Providers,9.80
2007,CA,Delivery-Only Service,7.33
2007,CT,Delivery-Only Service,3.99
2007,DC,Delivery-Only Service,3.26
2007,DE,Delivery-Only Service,1.33
2007,IL,Delivery-Only Service,0.00
2007,MA,Delivery-Only Service,6.77
2007,MD,Delivery-Only Service,2.24
2007,ME,Delivery-Only Service,7.04
2007,MI,Delivery-Only Service,0.00
2007,MT,Delivery-Only Service,3.57
2007,NH,Delivery-Only Service,6.25
2007,NJ,Delivery-Only Service,0.00
2007,NV,Delivery-Only Service,0.00
2007,NY,Delivery-Only Service,6.45
2007,OH,Delivery-Only Service,5.02
2007,OR,Delivery-Only Service,0.00
2007,PA,Delivery-Only Service,5.15
2007,RI,Delivery-Only Service,12.14
2007,VA,Delivery-Only Service,2.53
2007,WA,Delivery-Only Service,0.00
2007,US,Delivery-Only Service,6.00
2006,AK,Total Electric Industry,14.83
2006,AL,Total Electric Industry,8.75
2006,AR,Total Electric Industry,8.85
2006,AZ,Total Electric Industry,9.40
2006,CA,Total Electric Industry,14.33
2006,CO,Total Electric Industry,9.02
2006,CT,Total Electric Industry,16.86
2006,DC,Total Electric Industry,9.88
2006,DE,Total Electric Industry,11.85
2006,FL,Total Electric Industry,11.33
2006,GA,Total Electric Industry,8.91
2006,HI,Total Electric Industry,23.35
2006,IA,Total Electric Industry,9.63
2006,ID,Total Electric Industry,6.21
2006,IL,Total Electric Industry,8.42
2006,IN,Total Electric Industry,8.22
2006,KS,Total Electric Industry,8.25
2006,KY,Total Electric Industry,7.02
2006,LA,Total Electric Industry,9.14
2006,MA,Total Electric Industry,16.60
2006,MD,Total Electric Industry,9.71
2006,ME,Total Electric Industry,13.80
2006,MI,Total Electric Industry,9.77
2006,MN,Total Electric Industry,8.70
2006,MO,Total Electric Industry,7.44
2006,MS,Total Electric Industry,9.66
2006,MT,Total Electric Industry,8.28
2006,NC,Total Electric Industry,9.12
2006,ND,Total Electric Industry,7.14
2006,NE,Total Electric Industry,7.41
2006,NH,Total Electric Industry,14.68
2006,NJ,Total Electric Industry,12.84
2006,NM,Total Electric Industry,9.06
2006,NV,Total Electric Industry,11.08
2006,NY,Total Electric Industry,16.89
2006,OH,Total Electric Industry,9.34
2006,OK,Total Electric Industry,8.55
2006,OR,Total Electric Industry,7.48
2006,PA,Total Electric Industry,10.35
2006,RI,Total Electric Industry,15.12
2006,SC,Total Electric Industry,9.03
2006,SD,Total Electric Industry,7.83
2006,TN,Total Electric Industry,7.75
2006,TX,Total Electric Industry,12.86
2006,UT,Total Electric Industry,7.59
2006,VA,Total Electric Industry,8.49
2006,VT,Total Electric Industry,13.39
2006,WA,Total Electric Industry,6.82
2006,WI,Total Electric Industry,10.51
2006,WV,Total Electric Industry,6.35
2006,WY,Total Electric Industry,7.75
2006,US,Total Electric Industry,10.40
1/2/2006,AK,Full-Service Providers,14.83
1/9/2006,AL,Full-Service Providers,8.75
1/16/2006,AR,Full-Service Providers,8.85
1/23/2006,AZ,Full-Service Providers,9.40
1/30/2006,CA,Full-Service Providers,14.32
2/6/2006,CO,Full-Service Providers,9.02
2/13/2006,CT,Full-Service Providers,16.85
2/20/2006,DC,Full-Service Providers,9.86
2/27/2006,DE,Full-Service Providers,11.85
3/6/2006,FL,Full-Service Providers,11.33
3/13/2006,GA,Full-Service Providers,8.91
3/20/2006,HI,Full-Service Providers,23.35
3/27/2006,IA,Full-Service Providers,9.63
4/3/2006,ID,Full-Service Providers,6.21
4/10/2006,IL,Full-Service Providers,8.42
4/17/2006,IN,Full-Service Providers,8.22
4/24/2006,KS,Full-Service Providers,8.25
5/1/2006,KY,Full-Service Providers,7.02
5/8/2006,LA,Full-Service Providers,9.14
5/15/2006,MA,Full-Service Providers,16.40
5/22/2006,MD,Full-Service Providers,9.69
5/29/2006,ME,Full-Service Providers,13.36
6/5/2006,MI,Full-Service Providers,9.77
6/12/2006,MN,Full-Service Providers,8.70
6/19/2006,MO,Full-Service Providers,7.44
6/26/2006,MS,Full-Service Providers,9.66
7/3/2006,MT,Full-Service Providers,8.28
7/10/2006,NC,Full-Service Providers,9.12
7/17/2006,ND,Full-Service Providers,7.14
7/24/2006,NE,Full-Service Providers,7.41
7/31/2006,NH,Full-Service Providers,14.68
8/7/2006,NJ,Full-Service Providers,12.84
8/14/2006,NM,Full-Service Providers,9.06
8/21/2006,NV,Full-Service Providers,11.08
8/28/2006,NY,Full-Service Providers,16.91
9/4/2006,OH,Full-Service Providers,9.31
9/11/2006,OK,Full-Service Providers,8.55
9/18/2006,OR,Full-Service Providers,7.48
9/25/2006,PA,Full-Service Providers,10.31
10/2/2006,RI,Full-Service Providers,15.12
10/9/2006,SC,Full-Service Providers,9.03
10/16/2006,SD,Full-Service Providers,7.83
10/23/2006,TN,Full-Service Providers,7.75
10/30/2006,TX,Full-Service Providers,12.86
11/6/2006,UT,Full-Service Providers,7.59
11/13/2006,VA,Full-Service Providers,8.49
11/20/2006,VT,Full-Service Providers,13.39
11/27/2006,WA,Full-Service Providers,6.82
12/4/2006,WI,Full-Service Providers,10.51
12/11/2006,WV,Full-Service Providers,6.35
12/18/2006,WY,Full-Service Providers,7.75
2006,CA,Restructured Retail Service Providers,18.35
2006,CT,Restructured Retail Service Providers,16.99
2006,DC,Restructured Retail Service Providers,10.57
2006,DE,Restructured Retail Service Providers,13.22
2006,IL,Restructured Retail Service Providers,0.00
2006,MA,Restructured Retail Service Providers,19.25
2006,MD,Restructured Retail Service Providers,11.00
2006,ME,Restructured Retail Service Providers,13.81
2006,MI,Restructured Retail Service Providers,10.11
2006,MT,Restructured Retail Service Providers,0.00
2006,NH,Restructured Retail Service Providers,0.00
2006,NJ,Restructured Retail Service Providers,15.66
2006,NV,Restructured Retail Service Providers,0.00
2006,NY,Restructured Retail Service Providers,16.65
2006,OH,Restructured Retail Service Providers,10.11
2006,OR,Restructured Retail Service Providers,0.00
2006,PA,Restructured Retail Service Providers,12.59
2006,RI,Restructured Retail Service Providers,13.88
2006,VA,Restructured Retail Service Providers,12.12
2006,WA,Restructured Retail Service Providers,0.00
2006,US,Restructured Retail Service Providers,14.43
2006,CA,Energy-Only Providers,10.57
2006,CT,Energy-Only Providers,10.71
2006,DC,Energy-Only Providers,8.23
2006,DE,Energy-Only Providers,10.64
2006,IL,Energy-Only Providers,0.00
2006,MA,Energy-Only Providers,11.67
2006,MD,Energy-Only Providers,8.55
2006,ME,Energy-Only Providers,6.82
2006,MI,Energy-Only Providers,5.42
2006,MT,Energy-Only Providers,0.00
2006,NH,Energy-Only Providers,0.00
2006,NJ,Energy-Only Providers,8.20
2006,NV,Energy-Only Providers,0.00
2006,NY,Energy-Only Providers,10.29
2006,OH,Energy-Only Providers,5.04
2006,OR,Energy-Only Providers,0.00
2006,PA,Energy-Only Providers,8.27
2006,RI,Energy-Only Providers,8.21
2006,VA,Energy-Only Providers,9.60
2006,WA,Energy-Only Providers,0.00
2006,US,Energy-Only Providers,8.23
2006,CA,Delivery-Only Service,7.79
2006,CT,Delivery-Only Service,6.28
2006,DC,Delivery-Only Service,2.35
2006,DE,Delivery-Only Service,2.58
2006,IL,Delivery-Only Service,0.00
2006,MA,Delivery-Only Service,7.58
2006,MD,Delivery-Only Service,2.45
2006,ME,Delivery-Only Service,6.99
2006,MI,Delivery-Only Service,4.69
2006,MT,Delivery-Only Service,0.00
2006,NH,Delivery-Only Service,0.00
2006,NJ,Delivery-Only Service,7.47
2006,NV,Delivery-Only Service,0.00
2006,NY,Delivery-Only Service,6.37
2006,OH,Delivery-Only Service,5.07
2006,OR,Delivery-Only Service,0.00
2006,PA,Delivery-Only Service,4.32
2006,RI,Delivery-Only Service,5.67
2006,VA,Delivery-Only Service,2.52
2006,WA,Delivery-Only Service,0.00
2006,US,Delivery-Only Service,6.19
2005,AK,Total Electric Industry,13.30
2005,AL,Total Electric Industry,8.00
2005,AR,Total Electric Industry,8.00
2005,AZ,Total Electric Industry,8.86
2005,CA,Total Electric Industry,12.51
2005,CO,Total Electric Industry,9.06
2005,CT,Total Electric Industry,13.64
2005,DC,Total Electric Industry,9.10
2005,DE,Total Electric Industry,9.01
2005,FL,Total Electric Industry,9.62
2005,GA,Total Electric Industry,8.64
2005,HI,Total Electric Industry,20.70
2005,IA,Total Electric Industry,9.27
2005,ID,Total Electric Industry,6.29
2005,IL,Total Electric Industry,8.34
2005,IN,Total Electric Industry,7.50
2005,KS,Total Electric Industry,7.90
2005,KY,Total Electric Industry,6.57
2005,LA,Total Electric Industry,8.87
2005,MA,Total Electric Industry,13.44
2005,MD,Total Electric Industry,8.46
2005,ME,Total Electric Industry,13.23
2005,MI,Total Electric Industry,8.40
2005,MN,Total Electric Industry,8.28
2005,MO,Total Electric Industry,7.08
2005,MS,Total Electric Industry,8.71
2005,MT,Total Electric Industry,8.10
2005,NC,Total Electric Industry,8.65
2005,ND,Total Electric Industry,6.99
2005,NE,Total Electric Industry,7.14
2005,NH,Total Electric Industry,13.51
2005,NJ,Total Electric Industry,11.74
2005,NM,Total Electric Industry,9.13
2005,NV,Total Electric Industry,10.20
2005,NY,Total Electric Industry,15.72
2005,OH,Total Electric Industry,8.51
2005,OK,Total Electric Industry,7.95
2005,OR,Total Electric Industry,7.25
2005,PA,Total Electric Industry,9.86
2005,RI,Total Electric Industry,13.04
2005,SC,Total Electric Industry,8.67
2005,SD,Total Electric Industry,7.77
2005,TN,Total Electric Industry,6.98
2005,TX,Total Electric Industry,10.93
2005,UT,Total Electric Industry,7.52
2005,VA,Total Electric Industry,8.16
2005,VT,Total Electric Industry,12.96
2005,WA,Total Electric Industry,6.54
2005,WI,Total Electric Industry,9.66
2005,WV,Total Electric Industry,6.21
2005,WY,Total Electric Industry,7.48
2005,US,Total Electric Industry,9.45
1/3/2005,AK,Full-Service Providers,13.30
1/10/2005,AL,Full-Service Providers,8.00
1/17/2005,AR,Full-Service Providers,8.00
1/24/2005,AZ,Full-Service Providers,8.86
1/31/2005,CA,Full-Service Providers,12.49
2/7/2005,CO,Full-Service Providers,9.06
2/14/2005,CT,Full-Service Providers,13.64
2/21/2005,DC,Full-Service Providers,9.09
2/28/2005,DE,Full-Service Providers,9.01
3/7/2005,FL,Full-Service Providers,9.62
3/14/2005,GA,Full-Service Providers,8.64
3/21/2005,HI,Full-Service Providers,20.70
3/28/2005,IA,Full-Service Providers,9.27
4/4/2005,ID,Full-Service Providers,6.29
4/11/2005,IL,Full-Service Providers,8.34
4/18/2005,IN,Full-Service Providers,7.50
4/25/2005,KS,Full-Service Providers,7.90
5/2/2005,KY,Full-Service Providers,6.57
5/9/2005,LA,Full-Service Providers,8.87
5/16/2005,MA,Full-Service Providers,13.25
5/23/2005,MD,Full-Service Providers,8.44
5/30/2005,ME,Full-Service Providers,9.20
6/6/2005,MI,Full-Service Providers,8.40
6/13/2005,MN,Full-Service Providers,8.28
6/20/2005,MO,Full-Service Providers,7.08
6/27/2005,MS,Full-Service Providers,8.71
7/4/2005,MT,Full-Service Providers,8.10
7/11/2005,NC,Full-Service Providers,8.65
7/18/2005,ND,Full-Service Providers,6.99
7/25/2005,NE,Full-Service Providers,7.14
8/1/2005,NH,Full-Service Providers,13.51
8/8/2005,NJ,Full-Service Providers,11.74
8/15/2005,NM,Full-Service Providers,9.13
8/22/2005,NV,Full-Service Providers,10.20
8/29/2005,NY,Full-Service Providers,15.86
9/5/2005,OH,Full-Service Providers,8.19
9/12/2005,OK,Full-Service Providers,7.95
9/19/2005,OR,Full-Service Providers,7.25
9/26/2005,PA,Full-Service Providers,9.81
10/3/2005,RI,Full-Service Providers,13.04
10/10/2005,SC,Full-Service Providers,8.67
10/17/2005,SD,Full-Service Providers,7.77
10/24/2005,TN,Full-Service Providers,6.98
10/31/2005,TX,Full-Service Providers,10.93
11/7/2005,UT,Full-Service Providers,7.52
11/14/2005,VA,Full-Service Providers,8.16
11/21/2005,VT,Full-Service Providers,12.96
11/28/2005,WA,Full-Service Providers,6.54
12/5/2005,WI,Full-Service Providers,9.66
12/12/2005,WV,Full-Service Providers,6.21
12/19/2005,WY,Full-Service Providers,7.48
2005,CA,Restructured Retail Service Providers,16.93
2005,CT,Restructured Retail Service Providers,13.65
2005,DC,Restructured Retail Service Providers,9.50
2005,DE,Restructured Retail Service Providers,0.00
2005,IL,Restructured Retail Service Providers,0.00
2005,MA,Restructured Retail Service Providers,15.49
2005,MD,Restructured Retail Service Providers,9.43
2005,ME,Restructured Retail Service Providers,13.31
2005,MI,Restructured Retail Service Providers,9.66
2005,MT,Restructured Retail Service Providers,0.00
2005,NH,Restructured Retail Service Providers,0.00
2005,NJ,Restructured Retail Service Providers,12.19
2005,NV,Restructured Retail Service Providers,0.00
2005,NY,Restructured Retail Service Providers,13.63
2005,OH,Restructured Retail Service Providers,10.43
2005,OR,Restructured Retail Service Providers,0.00
2005,PA,Restructured Retail Service Providers,11.85
2005,RI,Restructured Retail Service Providers,0.00
2005,VA,Restructured Retail Service Providers,10.03
2005,WA,Restructured Retail Service Providers,0.00
2005,US,Restructured Retail Service Providers,12.26
2005,CA,Energy-Only Providers,9.52
2005,CT,Energy-Only Providers,7.44
2005,DC,Energy-Only Providers,7.02
2005,DE,Energy-Only Providers,0.00
2005,IL,Energy-Only Providers,0.00
2005,MA,Energy-Only Providers,7.54
2005,MD,Energy-Only Providers,6.26
2005,ME,Energy-Only Providers,6.46
2005,MI,Energy-Only Providers,6.44
2005,MT,Energy-Only Providers,0.00
2005,NH,Energy-Only Providers,0.00
2005,NJ,Energy-Only Providers,7.93
2005,NV,Energy-Only Providers,0.00
2005,NY,Energy-Only Providers,9.12
2005,OH,Energy-Only Providers,5.07
2005,OR,Energy-Only Providers,0.00
2005,PA,Energy-Only Providers,7.02
2005,RI,Energy-Only Providers,0.00
2005,VA,Energy-Only Providers,7.55
2005,WA,Energy-Only Providers,0.00
2005,US,Energy-Only Providers,6.54
2005,CA,Delivery-Only Service,7.42
2005,CT,Delivery-Only Service,6.22
2005,DC,Delivery-Only Service,2.48
2005,DE,Delivery-Only Service,0.00
2005,IL,Delivery-Only Service,0.00
2005,MA,Delivery-Only Service,7.94
2005,MD,Delivery-Only Service,3.17
2005,ME,Delivery-Only Service,6.85
2005,MI,Delivery-Only Service,3.22
2005,MT,Delivery-Only Service,0.00
2005,NH,Delivery-Only Service,0.00
2005,NJ,Delivery-Only Service,4.26
2005,NV,Delivery-Only Service,0.00
2005,NY,Delivery-Only Service,4.51
2005,OH,Delivery-Only Service,5.36
2005,OR,Delivery-Only Service,0.00
2005,PA,Delivery-Only Service,4.82
2005,RI,Delivery-Only Service,0.00
2005,VA,Delivery-Only Service,2.48
2005,WA,Delivery-Only Service,0.00
2005,US,Delivery-Only Service,5.72
2004,AK,Total Electric Industry,12.44
2004,AL,Total Electric Industry,7.62
2004,AR,Total Electric Industry,7.36
2004,AZ,Total Electric Industry,8.46
2004,CA,Total Electric Industry,12.20
2004,CO,Total Electric Industry,8.42
2004,CT,Total Electric Industry,11.63
2004,DC,Total Electric Industry,8.00
2004,DE,Total Electric Industry,8.78
2004,FL,Total Electric Industry,8.99
2004,GA,Total Electric Industry,7.86
2004,HI,Total Electric Industry,18.06
2004,IA,Total Electric Industry,8.96
2004,ID,Total Electric Industry,6.10
2004,IL,Total Electric Industry,8.37
2004,IN,Total Electric Industry,7.30
2004,KS,Total Electric Industry,7.74
2004,KY,Total Electric Industry,6.11
2004,LA,Total Electric Industry,8.05
2004,MA,Total Electric Industry,11.75
2004,MD,Total Electric Industry,7.80
2004,ME,Total Electric Industry,12.16
2004,MI,Total Electric Industry,8.33
2004,MN,Total Electric Industry,7.92
2004,MO,Total Electric Industry,6.97
2004,MS,Total Electric Industry,8.21
2004,MT,Total Electric Industry,7.86
2004,NC,Total Electric Industry,8.45
2004,ND,Total Electric Industry,6.79
2004,NE,Total Electric Industry,6.96
2004,NH,Total Electric Industry,12.49
2004,NJ,Total Electric Industry,11.23
2004,NM,Total Electric Industry,8.67
2004,NV,Total Electric Industry,9.69
2004,NY,Total Electric Industry,14.54
2004,OH,Total Electric Industry,8.45
2004,OK,Total Electric Industry,7.72
2004,OR,Total Electric Industry,7.18
2004,PA,Total Electric Industry,9.58
2004,RI,Total Electric Industry,12.19
2004,SC,Total Electric Industry,8.12
2004,SD,Total Electric Industry,7.65
2004,TN,Total Electric Industry,6.90
2004,TX,Total Electric Industry,9.73
2004,UT,Total Electric Industry,7.21
2004,VA,Total Electric Industry,7.99
2004,VT,Total Electric Industry,12.94
2004,WA,Total Electric Industry,6.37
2004,WI,Total Electric Industry,9.07
2004,WV,Total Electric Industry,6.23
2004,WY,Total Electric Industry,7.21
2004,US,Total Electric Industry,8.95
1/5/2004,AK,Full-Service Providers,12.44
1/12/2004,AL,Full-Service Providers,7.62
1/19/2004,AR,Full-Service Providers,7.36
1/26/2004,AZ,Full-Service Providers,8.46
2/2/2004,CA,Full-Service Providers,12.20
2/9/2004,CO,Full-Service Providers,8.42
2/16/2004,CT,Full-Service Providers,11.63
2/23/2004,DC,Full-Service Providers,7.97
3/1/2004,DE,Full-Service Providers,8.78
3/8/2004,FL,Full-Service Providers,8.99
3/15/2004,GA,Full-Service Providers,7.86
3/22/2004,HI,Full-Service Providers,18.06
3/29/2004,IA,Full-Service Providers,8.96
4/5/2004,ID,Full-Service Providers,6.10
4/12/2004,IL,Full-Service Providers,8.37
4/19/2004,IN,Full-Service Providers,7.30
4/26/2004,KS,Full-Service Providers,7.74
5/3/2004,KY,Full-Service Providers,6.11
5/10/2004,LA,Full-Service Providers,8.05
5/17/2004,MA,Full-Service Providers,11.72
5/24/2004,MD,Full-Service Providers,7.78
5/31/2004,ME,Full-Service Providers,8.41
6/7/2004,MI,Full-Service Providers,8.33
6/14/2004,MN,Full-Service Providers,7.92
6/21/2004,MO,Full-Service Providers,6.97
6/28/2004,MS,Full-Service Providers,8.21
7/5/2004,MT,Full-Service Providers,7.86
7/12/2004,NC,Full-Service Providers,8.45
7/19/2004,ND,Full-Service Providers,6.79
7/26/2004,NE,Full-Service Providers,6.96
8/2/2004,NH,Full-Service Providers,12.49
8/9/2004,NJ,Full-Service Providers,11.25
8/16/2004,NM,Full-Service Providers,8.67
8/23/2004,NV,Full-Service Providers,9.69
8/30/2004,NY,Full-Service Providers,14.60
9/6/2004,OH,Full-Service Providers,8.14
9/13/2004,OK,Full-Service Providers,7.72
9/20/2004,OR,Full-Service Providers,7.18
9/27/2004,PA,Full-Service Providers,9.38
10/4/2004,RI,Full-Service Providers,12.19
10/11/2004,SC,Full-Service Providers,8.12
10/18/2004,SD,Full-Service Providers,7.65
10/25/2004,TN,Full-Service Providers,6.90
11/1/2004,TX,Full-Service Providers,9.73
11/8/2004,UT,Full-Service Providers,7.21
11/15/2004,VA,Full-Service Providers,7.99
11/22/2004,VT,Full-Service Providers,12.94
11/29/2004,WA,Full-Service Providers,6.37
12/6/2004,WI,Full-Service Providers,9.07
12/13/2004,WV,Full-Service Providers,6.23
12/20/2004,WY,Full-Service Providers,7.21
2004,CA,Restructured Retail Service Providers,12.55
2004,CT,Restructured Retail Service Providers,11.56
2004,DC,Restructured Retail Service Providers,8.28
2004,DE,Restructured Retail Service Providers,0.00
2004,ID,Restructured Retail Service Providers,0.00
2004,IL,Restructured Retail Service Providers,0.00
2004,MA,Restructured Retail Service Providers,13.12
2004,MD,Restructured Retail Service Providers,8.75
2004,ME,Restructured Retail Service Providers,12.23
2004,MI,Restructured Retail Service Providers,9.62
2004,MT,Restructured Retail Service Providers,0.00
2004,NH,Restructured Retail Service Providers,0.00
2004,NJ,Restructured Retail Service Providers,10.31
2004,NV,Restructured Retail Service Providers,0.00
2004,NY,Restructured Retail Service Providers,13.44
2004,OH,Restructured Retail Service Providers,10.29
2004,OR,Restructured Retail Service Providers,0.00
2004,PA,Restructured Retail Service Providers,12.61
2004,RI,Restructured Retail Service Providers,10.15
2004,VA,Restructured Retail Service Providers,10.76
2004,WA,Restructured Retail Service Providers,0.00
2004,US,Restructured Retail Service Providers,11.51
2004,CA,Energy-Only Providers,6.88
2004,CT,Energy-Only Providers,6.22
2004,DC,Energy-Only Providers,5.67
2004,DE,Energy-Only Providers,0.00
2004,IL,Energy-Only Providers,0.00
2004,MA,Energy-Only Providers,5.88
2004,MD,Energy-Only Providers,5.59
2004,ME,Energy-Only Providers,5.01
2004,MI,Energy-Only Providers,6.49
2004,MT,Energy-Only Providers,0.00
2004,NH,Energy-Only Providers,0.00
2004,NJ,Energy-Only Providers,5.79
2004,NY,Energy-Only Providers,7.32
2004,OH,Energy-Only Providers,4.74
2004,OR,Energy-Only Providers,0.00
2004,PA,Energy-Only Providers,6.18
2004,RI,Energy-Only Providers,5.38
2004,VA,Energy-Only Providers,6.44
2004,WA,Energy-Only Providers,0.00
2004,US,Energy-Only Providers,5.50
2004,CA,Delivery-Only Service,5.66
2004,CT,Delivery-Only Service,5.34
2004,DC,Delivery-Only Service,2.61
2004,DE,Delivery-Only Service,0.00
2004,ID,Delivery-Only Service,0.00
2004,IL,Delivery-Only Service,0.00
2004,MA,Delivery-Only Service,7.24
2004,MD,Delivery-Only Service,3.16
2004,ME,Delivery-Only Service,7.22
2004,MI,Delivery-Only Service,3.13
2004,MT,Delivery-Only Service,0.00
2004,NH,Delivery-Only Service,0.00
